node,hop_from_category,edges_within_category,edges_outside_category
Pradeep Palluruthy,0,"{""key"": []}","{""key"": [""Malayalam"", ""Malayalam film industry"", ""Playback singer"", ""Swapnasundari"", ""The Times of India""]}"
Wide Awake (1998 film),0,"{""key"": [""After Earth"", ""Glass (2019 film)"", ""Knock at the Cabin"", ""Lady in the Water"", ""M. Night Shyamalan"", ""M. Night Shyamalan filmography"", ""Old (film)"", ""Praying with Anger"", ""Signs (film)"", ""Split (2016 American film)"", ""The Happening (2008 film)"", ""The Last Airbender (film)"", ""The Sixth Sense"", ""The Village (2004 film)"", ""The Visit (2015 American film)"", ""Trap (2024 film)"", ""Unbreakable (film)"", ""Unbreakable (film series)""]}","{""key"": [""Adam Holender"", ""Andrew Mondshein"", ""Blinding Edge Pictures"", ""Caddo Lake (film)"", ""Camryn Manheim"", ""Cary Woods"", ""Cathy Konrad"", ""Dan Lauria"", ""Dana Delany"", ""Denis Leary"", ""Devil (2010 film)"", ""Joseph Cross (actor)"", ""Julia Stiles"", ""List of awards and nominations received by M. Night Shyamalan"", ""Metacritic"", ""Miramax Films"", ""Robert Loggia"", ""Rosie O'Donnell"", ""Servant (TV series)"", ""Stuart Little (film)"", ""Timothy Reifsnyder"", ""Wayward Pines""]}"
Sunil Padwal,0,"{""key"": []}","{""key"": [""Maharashtra"", ""Mumbai"", ""Sir J. J. Institute of Applied Art"", ""Sir J. J. School of Art""]}"
Krishna (1996 Hindi film),0,"{""key"": [""Alka Yagnik"", ""Antha (film)"", ""Anu Malik"", ""Baaghi (1990 film)"", ""Bhai (1997 film)"", ""Dadagiri (film)"", ""Deepak Shivdasani"", ""Hema Malini"", ""Jeetendra"", ""Julie (2004 film)"", ""Julie 2"", ""Kumar Sanu"", ""Ladaai"", ""Madam X (1994 film)"", ""Meri Aawaz Suno"", ""Mr. Black Mr. White"", ""Nida Fazli"", ""Pehchaan (1993 film)"", ""Rohini Hattangadi"", ""Sadhana Sargam"", ""Sameer Reddy"", ""Santosh Saroj"", ""Suniel Shetty"", ""Tinnu Anand"", ""Yeh Raaste Hain Pyaar Ke""]}","{""key"": [""Abhijeet Bhattacharya"", ""Action film"", ""Anand Raaj Anand"", ""Bhavani Junction"", ""Deep Dhillon"", ""Eva Grover"", ""Ishrat Ali"", ""Kannada"", ""Karishma Kapoor"", ""Karisma Kapoor"", ""Kulbhushan Kharbanda"", ""Lalit Tiwari"", ""Mohan Joshi"", ""Mushtaq Khan"", ""Om Puri"", ""Poornima (singer)"", ""Shakti Kapoor"", ""Shiva Rindani"", ""Sunil Shetty"", ""Teja (film director)"", ""Tinu Anand"", ""Vinod Rathod"", ""Vipin Sharma"", ""Virendra Saxena""]}"
Josettante Hero,0,"{""key"": [""Anoop Menon"", ""K. K. Haridas"", ""Kochu Preman"", ""Sajan K. Ram"", ""Suraj Venjaramoodu"", ""Vivek Harshan"", ""Zeenath""]}","{""key"": [""Ashokan (actor)"", ""Bheeman Raghu"", ""Fathima Babu"", ""Janardhanan (actor)"", ""Kalabhavan Rahman"", ""Kalabhavan Shajohn"", ""Shivaji Guruvayoor"", ""Sify.com"", ""Sudheesh"", ""Times of India"", ""Vijayaraghavan (actor)""]}"
Mahesh Dattani,0,"{""key"": [""Alyque Padamsee"", ""Anita Desai"", ""Anuradha Roy (novelist)"", ""Arundhati Roy"", ""Arvind Gaur"", ""Esther David"", ""Jeet Thayil"", ""Kamala Surayya"", ""Lillete Dubey"", ""Mulk Raj Anand"", ""Utpal Dutt""]}","{""key"": [""A. K. Ramanujan"", ""Adil Jussawalla"", ""Allan Sealy"", ""Amit Chaudhuri"", ""Amitav Ghosh"", ""An Artist in Life"", ""Anees Salim"", ""Arun Joshi"", ""Arundhathi Subramaniam"", ""Baldwin Boys High School"", ""Bangalore"", ""Bhabani Bhattacharya"", ""Bhawana Somaaya"", ""Chaman Nahal"", ""Chronicle of a Corpse Bearer"", ""Cuckold (novel)"", ""Cyrus Mistry (writer)"", ""Dom Moraes"", ""Em and the Big Hoom"", ""G. N. Devy"", ""Gujarati people"", ""India after Gandhi"", ""Inglorious Empire"", ""Inside the Haveli"", ""Jayanta Mahapatra"", ""Jerry Pinto"", ""K. R. Srinivasa Iyengar"", ""Keki N. Daruwalla"", ""Kiran Nagarkar"", ""Laburnum For My Head"", ""List of Sahitya Akademi Award winners for English"", ""Madhu Rye"", ""Malathi Rao"", ""Mamang Dai"", ""Man's World (magazine)"", ""Meenakshi Mukherjee"", ""Memories of Rain"", ""Morning Face"", ""Morning Raaga"", ""Morning Raga"", ""Mysore State"", ""Namita Gokhale"", ""Nayantara Sahgal"", ""Niharranjan Ray"", ""Nirad C. Chaudhuri"", ""Nissim Ezekiel"", ""R. K. Narayan"", ""Raja Rao"", ""Rajmohan Gandhi"", ""Ramachandra Guha"", ""Rich Like Us"", ""Rupa Bajwa"", ""Ruskin Bond"", ""Sahitya Academy award"", ""Sahitya Akademi Award"", ""Santiniketan"", ""Sarvepalli Gopal"", ""Scholar Extraordinary"", ""Shadow From Ladakh"", ""Shashi Deshpande"", ""Shashi Tharoor"", ""Shiv K. Kumar"", ""St. Joseph's College, Bangalore"", ""Sunetra Gupta"", ""Temsula Ao"", ""The Algebra of Infinite Justice"", ""The Golden Gate (Seth novel)"", ""The Guide"", ""The Last Labyrinth"", ""The Mammaries of the Welfare State"", ""The Perishable Empire"", ""The Serpent and the Rope"", ""The Shadow Lines"", ""The Tribal World of Verrier Elwin"", ""Upamanyu Chatterjee"", ""Verrier Elwin"", ""Vikram Seth"", ""Writer""]}"
Samarendra Narayan Dev,0,"{""key"": [""Celluloid (film)""]}","{""key"": [""Assam""]}"
Pokkiri Raja (1982 film),0,"{""key"": [""A. V. Meiyappan"", ""A Aa E Ee (2009 Tamil film)"", ""Aa Okkati Adakku"", ""Aadu Puli Attam (1977 film)"", ""Aan Pillai Singam"", ""Aarilirunthu Arubathu Varai"", ""Adutha Varisu"", ""Akka Thamudu"", ""Anadhai Anandhan"", ""Anbe Vaa (1966 film)"", ""Anbu Thangai"", ""Anbulla Appa"", ""Andha Naal"", ""Annai (1962 film)"", ""Annaiyum Pithavum"", ""Athey Kangal (1967 film)"", ""Athisaya Piravi"", ""Ave Kallu"", ""Ayan (film)"", ""Bahar (film)"", ""Barkha (film)"", ""Bedara Kannappa"", ""Bhabhi (1957 film)"", ""Bhai-Bhai (1956 Hindi film)"", ""Bhakta Prahlada (1967 film)"", ""Bhookailas (1940 film)"", ""Bhookailas (1958 film)"", ""Bhuvana Oru Kelvi Kuri"", ""Bindya"", ""Bomma Borusa"", ""Chella Pillai"", ""Chhaya (film)"", ""Deiva Kuzhandhaigal"", ""Deivapiravi (1960 film)"", ""Dharma Devathai"", ""Dharmathin Thalaivan"", ""En Manaivi"", ""Enakkul Oruvan (1984 film)"", ""Engamma Sapatham"", ""Enkeyo Ketta Kural"", ""Gangai Amaran"", ""Gemeni (film)"", ""Gemini (2002 film)"", ""Gunasagari"", ""Guru Sishyan (1988 film)"", ""Guru Sishyulu (1990 film)"", ""Japanil Kalyanaraman"", ""Jeene Ki Arzoo"", ""Kaakum Karangal"", ""Kaalangalil Aval Vasantham (1976 film)"", ""Kaatrinile Varum Geetham"", ""Kaaval Geetham"", ""Kadavul Amaitha Medai"", ""Kalahasti Mahatyam"", ""Kalathur Kannamma"", ""Kanimuthu Paappa"", ""Kasethan Kadavulada"", ""Kasi Yathirai"", ""Kavari Maan"", ""Kazhugu (1981 film)"", ""Kudumbam Oru Kadambam"", ""Kula Deivam (1956 film)"", ""Kuzhandaiyum Deivamum"", ""Laadla (1966 film)"", ""Ladki"", ""Leader (2010 film)"", ""Leta Manasulu (1966 film)"", ""M. S. Guhan"", ""M. S. Viswanathan"", ""M. Saravanan (film producer)"", ""Main Bhi Ladki Hoon"", ""Main Chup Rahungi"", ""Major Chandrakanth (1966 film)"", ""Malaysia Vasudevan"", ""Mamiyar Mechina Marumagal"", ""Man-Mauji"", ""Manithan (1987 film)"", ""Mayangukiral Oru Maadhu"", ""Mehrban"", ""Mella Thirandhathu Kadhavu"", ""Miss Mary (1957 film)"", ""Mogam Muppadhu Varusham"", ""Moodu Mullu"", ""Mooga Nomu"", ""Mr. Bharath"", ""Mundhanai Mudichu"", ""Murattu Kaalai (1980 film)"", ""Naadi Aada Janme"", ""Naan Mahaan Alla (1984 film)"", ""Naanum Oru Penn"", ""Nalla Thambi"", ""Nallavan (1988 film)"", ""Nallavanukku Nallavan"", ""Netrikkan"", ""Oorukku Upadesam"", ""Or Iravu"", ""Oru Oodhappu Kan Simittugiradhu"", ""P. Susheela"", ""Paatti Sollai Thattathe"", ""Paattondru Ketten"", ""Paava Mannippu"", ""Paayum Puli (1983 film)"", ""Pachhai Vilakku (1964 film)"", ""Panchu Arunachalam"", ""Pandian (film)"", ""Parthal Pasi Theerum"", ""Penn (film)"", ""Per Sollum Pillai"", ""Perazhagan"", ""Petha Manam Pithu"", ""Pooja Ke Phool"", ""Priya (1978 film)"", ""Pudhumai Penn (1984 film)"", ""Punnami Naagu (1980 film)"", ""Puthukavithai"", ""Radhika Sarathkumar"", ""Raja Chinna Roja"", ""Rajinikanth"", ""Ramu (1966 film)"", ""Ramu (1968 film)"", ""Ranuva Veeran"", ""Rishi Moolam"", ""S. Janaki"", ""S. P. Balasubrahmanyam"", ""S. P. Muthuraman"", ""Sakalakala Vallavan (1982 film)"", ""Sakka Podu Podu Raja (1978 film)"", ""Sakthivel"", ""Samsaram Adhu Minsaram"", ""Samsaram Oka Chadarangam"", ""Sangham (1954 film)"", ""Sankar Guru (1987 film)"", ""Server Sundaram"", ""Sethupathi IPS"", ""Shiv Bhakta"", ""Siksha (film)"", ""Sivaji: The Boss"", ""Sivappu Malli"", ""Sonthakkaran"", ""Soorakottai Singakutti"", ""Sri Raghavendrar"", ""Sridevi"", ""Sudarum Sooravaliyum"", ""Thaimel Aanai"", ""Thaiyalkaran"", ""Thilakam"", ""Thirupathi (2006 Tamil film)"", ""Thiyagu (film)"", ""Thoongathey Thambi Thoongathey"", ""Thottil Kuzhandhai"", ""Thunive Thunai"", ""Ulagam Pirandhadhu Enakkaga"", ""Uyarndha Manithan"", ""Uyarndha Ullam"", ""Vadina"", ""Vasanthi (1988 film)"", ""Vattathukkul Chaduram"", ""Veera Thirumagan"", ""Velaikkaran (1987 film)"", ""Vetrikku Oruvan"", ""Visu"", ""Y. G. Mahendran"", ""Yajaman"", ""Yarukku Mappillai Yaro""]}","{""key"": [""AVM Productions"", ""Alli Arjuna (1935 film)"", ""Anbe Anbe"", ""Bamma Maata Bangaru Baata"", ""Chitti Chellelu"", ""Chori Chori (1956 film)"", ""Chuttalunnaru Jagratha"", ""Do Kaliyaan"", ""Eastmancolor"", ""Evaraina Epudaina"", ""Hum Panchhi Ek Daal Ke"", ""Idhuvum Kadandhu Pogum"", ""Jaise Ko Taisa"", ""Jeevan Jyoti (1976 film)"", ""Jeevitham"", ""Kalki (magazine)"", ""Kannadasan"", ""Maanagara Kaaval"", ""Main Sunder Hoon"", ""Manorama (Tamil actress)"", ""Minsara Kanavu"", ""Mudhal Idam"", ""Naam Iruvar (1947 film)"", ""Naman Ramachandran"", ""Nandakumar (film)"", ""Nomu (film)"", ""Penguin Books"", ""Pooja (1975 film)"", ""Priyamaana Thozhi"", ""Puttinillu Mettinillu"", ""R. Muthuraman"", ""Rajinikanth: The Definitive Biography"", ""Sabapathy"", ""Sri Valli (1945 film)"", ""Telugu language"", ""The Times of India"", ""Vaazhkai (1949 film)"", ""Vedhala Ulagam"", ""Vettaikaaran (2009 film)""]}"
Jump Jilani,0,"{""key"": [""Banerjee (actor)"", ""Chalapathi Rao"", ""Geetha Madhuri"", ""Kalakalappu"", ""Karthik (singer)"", ""Kota Srinivasa Rao"", ""Krish (singer)"", ""Malavika (singer)"", ""Mano (singer)"", ""Posani Krishna Murali"", ""Rahul Nambiar"", ""Ramajogayya Sastry"", ""Suchitra"", ""Sundar C."", ""Tippu (singer)""]}","{""key"": [""Allari Naresh"", ""Dhanraj (Telugu comedian)"", ""Duvvasi Mohan"", ""Fish Venkat"", ""Geetha Singh"", ""Gemini TV"", ""Hema (actress)"", ""Isha Chawla"", ""Jayaprakash Reddy"", ""JioSaavn"", ""Khayyum"", ""M. S. Narayana"", ""Manchu Manoj"", ""Raghu Babu"", ""Rao Ramesh"", ""Reliance Entertainment"", ""Swathi Deekshith"", ""Thagubothu Ramesh"", ""Venu Madhav (actor)"", ""Vijay Ebenezer""]}"
Maha Nadigan,0,"{""key"": [""Anil Malnad"", ""Anu Mohan (Tamil actor)"", ""Charlie Chaplin (2002 film)"", ""Charlie Chaplin 2"", ""Chitra Lakshmanan"", ""Deva (composer)"", ""Englishkaran"", ""Ennamma Kannu"", ""Gajendra (2004 film)"", ""Gowtham Sundararajan"", ""Grace Karunas"", ""Guru Sishyan (2010 film)"", ""Harini (singer)"", ""Inidhu Inidhu Kadhal Inidhu"", ""K. S. Ravikumar"", ""Kadhal Kirukkan"", ""Kovai Brothers"", ""Malathy Lakshman"", ""Manivannan"", ""Manobala"", ""P. Vasu"", ""Pa. Vijay"", ""Pei Mama"", ""Rajadhi Raja (2009 film)"", ""Ramesh Khanna"", ""Sakthi Chidambaram"", ""Samrat (1997 film)"", ""Sandai"", ""T. P. Gajendran"", ""Vettu Onnu Thundu Rendu"", ""Vikraman"", ""Visu"", ""Viyabari""]}","{""key"": [""Devan Ekambaram"", ""Mallika (actress)"", ""Manoj Bharathiraja"", ""Mumtaj"", ""Namitha"", ""Piraisoodan"", ""Raj Kapoor (Tamil film director)"", ""S. J. Surya"", ""Sathyan Sivakumar"", ""Sathyaraj"", ""Soundtrack album""]}"
Anand Narayan,0,"{""key"": [""Best Actor (film)"", ""Happy Husbands (2010 film)"", ""Ivar Vivahitharayal""]}","{""key"": [""Amrita TV"", ""Bangalore"", ""I G Inspector General"", ""Idea Star Singer"", ""India"", ""Kerala"", ""Kiran TV"", ""Loyola School, Thiruvananthapuram"", ""Orkkuka Vallappozhum"", ""Sree Chitra Thirunal College of Engineering"", ""Thiruvananthapuram""]}"
Agni (1989 film),0,"{""key"": [""Aakhari Poratam"", ""Aamdani Atthanni Kharcha Rupaiya"", ""Aame Katha"", ""Adavi Donga"", ""Adavi Ramudu (1977 film)"", ""Adavi Simhalu"", ""Agni Parvatam"", ""Agni Putrudu"", ""Allari Bullodu"", ""Allari Mogudu"", ""Allari Premikudu"", ""Allari Priyudu"", ""Alludugaru"", ""Amara Deepam (1977 film)"", ""Annamayya (film)"", ""Apoorva Sahodarulu"", ""Aswamedham (film)"", ""Babu (1975 film)"", ""Bhale Krishnudu"", ""Bharatamlo Arjunudu"", ""Bobbili Brahmanna"", ""Bombay Priyudu"", ""Chanakya Sapatham"", ""Coolie No. 1 (1991 film)"", ""Devatha (1982 film)"", ""Dharm Adhikari"", ""Donga Ramudu (1988 film)"", ""Driver Ramudu"", ""Farz Aur Kanoon"", ""Gangotri (film)"", ""Gharana Bullodu"", ""Gharana Donga"", ""Gharana Mogudu"", ""Hamsalekha"", ""Himmatwala (1983 film)"", ""Hoshiyar"", ""Iddaru Mitrulu (1999 film)"", ""Jaani Dost"", ""Jagadeka Veerudu Athiloka Sundari"", ""Janaki Ramudu"", ""Jhummandi Naadam"", ""Justice Chaudhury"", ""Justice Chowdary"", ""Jyothi (1976 film)"", ""K. Raghavendra Rao"", ""KD No:1"", ""Kaamyab"", ""Kaikala Satyanarayana"", ""Kaliyuga Pandavulu"", ""Kondaveeti Raja"", ""Kondaveeti Simham"", ""Kotagiri Venkateswara Rao"", ""Love Story 1999"", ""Madhura Swapnam"", ""Major Chandrakanth (1993 film)"", ""Manchi Donga"", ""Masterji"", ""Mera Saathi"", ""Mere Sapno Ki Rani (film)"", ""Moodu Mukkalaata"", ""Muddula Priyudu"", ""Mugguru Monagallu (1994 film)"", ""Naya Kadam"", ""Nishana (1980 film)"", ""Om Namo Venkatesaya"", ""Ontari Poratam"", ""Ooruki Monagadu"", ""Padaharella Vayasu"", ""Pandurangadu"", ""Paradesi (1998 film)"", ""Pattabhishekam (1985 film)"", ""Pelli Sambandham"", ""Pelli Sandadi"", ""Prema Kanuka"", ""Ragile Jwala"", ""Raja Simham"", ""Rajakumarudu"", ""Rao Gopal Rao"", ""Rowdy Alludu"", ""Rowdy Ramudu Konte Krishnudu"", ""Rudranetra"", ""S. Janaki"", ""S. P. Balasubrahmanyam"", ""Sahasa Samrat"", ""Sahasa Veerudu Sagara Kanya"", ""Sakthi (1983 film)"", ""Shirdi Sai"", ""Simha Baludu"", ""Sri Manjunatha (film)"", ""Sri Ramadasu"", ""Srimathi Vellostha"", ""Subash Chandra Bose (film)"", ""Suhaagan"", ""Sundarakanda (1992 film)"", ""Tirugu Leni Manishi"", ""Tohfa"", ""Trisulam (film)"", ""Vetagadu"", ""Veturi"", ""Yuddha Bhoomi""]}","{""key"": [""Action film"", ""Allu Rama Lingaiah"", ""Babu Antony"", ""Brahmanandam"", ""Film score"", ""Jonnavithhula Ramalingeswara Rao"", ""Kalpana Rai"", ""Mohan Babu"", ""Nagarjuna (actor)"", ""Narra Venkateswara Rao"", ""P. J. Sarma"", ""Raasi (actress)"", ""Rallapalli (actor)"", ""Satyam Shivam"", ""Shantipriya (actress)"", ""Silk Smitha"", ""Telugu language"", ""Vanisri""]}"
Dona Ganguly,0,"{""key"": [""Amala Shankar"", ""Kelucharan Mohapatra"", ""Lata Mangeshkar"", ""Odissi"", ""Rabindranath Tagore""]}","{""key"": [""Assam"", ""Bali Yatra"", ""Bhopal"", ""Bhubaneswar"", ""Board of Control for Cricket in India"", ""Calcutta"", ""Cuttack"", ""Dover Lane Music Conference"", ""Haldia"", ""India"", ""Kerala"", ""Kolkata"", ""Pakhavaj"", ""Puri"", ""Sourav Ganguly"", ""The Times of India"", ""Yoga""]}"
Kanayi Kunhiraman,0,"{""key"": [""K. C. S. Paniker"", ""Thikkurissy Sukumaran Nair""]}","{""key"": [""Abu Dhabi Sakthi Award"", ""Alappuzha"", ""Bengaluru"", ""Chennai"", ""College of Fine Arts Trivandrum"", ""Commonwealth Scholarship and Fellowship Plan"", ""Ethiraj College for Women"", ""Government College of Fine Arts, Chennai"", ""Government of Kerala"", ""Indian Space Research Organisation"", ""K. P. P. Nambiar"", ""Kanhangad"", ""Kannur"", ""Karnataka Chitrakala Parishath"", ""Kasaragod District"", ""Kasaragod district"", ""Kengal Hanumanthaiah"", ""Kerala"", ""Kerala Awards"", ""Kerala Lalithakala Akademi"", ""Kollam"", ""Kottayam"", ""Kumaran Asan"", ""L.Athira Krishna"", ""Lalit Kala Academy"", ""Lalit Kala Akademi"", ""Malampuzha"", ""Malampuzha dam garden"", ""National Gallery of Modern Art"", ""Padma Bhushan"", ""Payyambalam"", ""Payyambalam Beach"", ""Sagarakanyaka"", ""Shankumugham Beach"", ""Slade School of Fine Art"", ""State Bank of India"", ""Thiruvananthapuram"", ""Thonnakkal"", ""Tourism in Thiruvananthapuram"", ""Victoria and Albert Museum"", ""Vidhana Soudha"", ""Vikram Sarabhai"", ""Yakshi (sculpture)""]}"
Dharmathin Thalaivan,0,"{""key"": [""Aadu Puli Attam (1977 film)"", ""Aan Pillai Singam"", ""Aarilirunthu Arubathu Varai"", ""Adutha Varisu"", ""Anbu Thangai"", ""Athisaya Piravi"", ""Bhuvana Oru Kelvi Kuri"", ""Charulatha Mani"", ""Deiva Kuzhandhaigal"", ""Dharma Devathai"", ""Enakkul Oruvan (1984 film)"", ""Engamma Sapatham"", ""Enkeyo Ketta Kural"", ""Gangai Amaran"", ""Ghajini (2005 film)"", ""Guru Sishyan (1988 film)"", ""Guru Sishyulu (1990 film)"", ""Ilaiyaraaja"", ""Japanil Kalyanaraman"", ""K. J. Yesudas"", ""K. S. Chithra"", ""Kaalangalil Aval Vasantham (1976 film)"", ""Kaatrinile Varum Geetham"", ""Kaaval Geetham"", ""Kadavul Amaitha Medai"", ""Kanimuthu Paappa"", ""Kasi Yathirai"", ""Kasme Vaade"", ""Kavari Maan"", ""Kazhugu (1981 film)"", ""Kudumbam Oru Kadambam"", ""Malaysia Vasudevan"", ""Manithan (1987 film)"", ""Mano (singer)"", ""Mayangukiral Oru Maadhu"", ""Mogam Muppadhu Varusham"", ""Mr. Bharath"", ""Murattu Kaalai (1980 film)"", ""Naan Mahaan Alla (1984 film)"", ""Nalla Thambi"", ""Nallavan (1988 film)"", ""Nallavanukku Nallavan"", ""Nassar (actor)"", ""Netrikkan"", ""Oorukku Upadesam"", ""Oru Oodhappu Kan Simittugiradhu"", ""P. Susheela"", ""Paayum Puli (1983 film)"", ""Panchu Arunachalam"", ""Pandian (film)"", ""Per Sollum Pillai"", ""Petha Manam Pithu"", ""Pokkiri Raja (1982 film)"", ""Prabhu (actor)"", ""Priya (1978 film)"", ""Puthukavithai"", ""R. Thyagarajan (director)"", ""Raja Chinna Roja"", ""Rajinikanth"", ""Ranuva Veeran"", ""Rishi Moolam"", ""S. P. Balasubrahmanyam"", ""S. P. Muthuraman"", ""Sakalakala Vallavan (1982 film)"", ""Sakka Podu Podu Raja (1978 film)"", ""Samsaram Oka Chadarangam"", ""Sri Raghavendrar"", ""Suhasini Maniratnam"", ""Sunanda (singer)"", ""Thai Veedu"", ""Thaiyalkaran"", ""Thiyagu (film)"", ""Thoongathey Thambi Thoongathey"", ""Thottil Kuzhandhai"", ""Thunive Thunai"", ""Ulagam Pirandhadhu Enakkaga"", ""Uyarndha Ullam"", ""Vattathukkul Chaduram"", ""Velaikkaran (1987 film)"", ""Vetrikku Oruvan"", ""Yarukku Mappillai Yaro""]}","{""key"": [""Bangalore"", ""Captain Raju"", ""Charle"", ""Devar Films"", ""Dhandayuthapani Films"", ""Dinamalar"", ""Ghajinikanth"", ""Gourimanohari"", ""Kavithalayaa Krishnan"", ""Khushbu"", ""M. R. Krishnamurthy"", ""Naman Ramachandran"", ""Penguin Books"", ""Rajinikanth: The Definitive Biography"", ""V. Gopalakrishnan (actor)"", ""V. K. Ramasamy (actor)"", ""Vaali (poet)""]}"
Y. V. S. Chowdary,0,"{""key"": [""Aditya Om"", ""Agni Putrudu"", ""Chiranjeevi"", ""Devadasu (2006 film)"", ""Donga Ramudu (1988 film)"", ""E. V. V. Satyanarayana"", ""Gunasekhar"", ""Jagadeka Veerudu Athiloka Sundari"", ""Janaki Ramudu"", ""K. V. Reddy"", ""Kaliyuga Pandavulu"", ""Lahiri Lahiri Lahirilo"", ""M. M. Keeravani"", ""Mayabazar"", ""Ninne Pelladata (1996 film)"", ""Nippu"", ""Okka Magaadu"", ""Pattabhishekam (1985 film)"", ""R. Narayana Murthy"", ""Rey (film)"", ""Rudranetra"", ""Sahasa Samrat"", ""Saleem (film)"", ""Seetayya"", ""Seetharama Raju"", ""Sindhooram (1997 film)"", ""Sravanthi Ravi Kishore"", ""Sri Sita Ramula Kalyanam Chootamu Raarandi"", ""Tiger Harischandra Prasad"", ""Yuvaraju (2000 film)""]}","{""key"": [""Ankitha"", ""Deeksha Seth"", ""E. V .V. Cinema"", ""Gudivada"", ""Gudivada, Krishna, Andhra Pradesh"", ""Gudiwada"", ""Idlebrain.com"", ""Ileana"", ""Ileana D'Cruz"", ""Krishna district"", ""Madras"", ""Mahesh Babu"", ""Manchu Vishnu"", ""Mohan Babu"", ""Nagarjuna (actor)"", ""Nandamuri, Taraka Rama Rao"", ""Nandamuri Balakrishna"", ""Nandamuri Harikrishna"", ""Nandamuri Taraka Rama Rao"", ""Pilla Nuvvu Leni Jeevitham"", ""Ram Pothineni"", ""Ravi Teja"", ""Sai Dharam Tej"", ""Saiyami Kher"", ""Sakshi Shivanand"", ""Simran (actress)"", ""Sree Lakshmi Prasanna Pictures"", ""Sri Sitaramula Kalyanam Chutamu Rarandi"", ""Telugu cinema"", ""The Times of India"", ""Venkat (Telugu actor)""]}"
Little Superman,0,"{""key"": [""Gopi Sundar"", ""Madhu (actor)"", ""Praveena"", ""Saju Navodaya"", ""Vinayan""]}","{""key"": [""Ansiba Hassan"", ""India"", ""Krishna (Malayalam actor)"", ""List of Malayalam films of 2014"", ""Malayalam"", ""Malayalam cinema"", ""Nayanthara Chakravarthy"", ""Nizhalgal Ravi"", ""Ranjith (actor)"", ""Sify"", ""Superhero film""]}"
Dahavi Fa,0,"{""key"": [""Astu"", ""Devrai"", ""Doghi"", ""Ek Cup Chya"", ""Jyoti Subhash"", ""Kaasav"", ""Milind Gunaji"", ""Samhita (film)"", ""Sumitra Bhave\u2013Sunil Sukthankar"", ""Vastupurush""]}","{""key"": [""Atul Kulkarni"", ""Maharashtra State Film Awards"", ""Marathi language"", ""Ministry of Information and Broadcasting (India)"", ""Pune"", ""Pune Mirror"", ""Vrishasen Dabholkar""]}"
